search_role,title,company,location,state,salary,experience_required,description,updated,link,skills_auto,is_core_data_role
data engineer,VMC Setter & Programmer,Keizen Ferro Cast Pvt. Ltd.,India,N/A,Not disclosed,Not mentioned,"...–  G-code  and  M-code 
# Experience with  Fanuc  ,  Siemens  , or  Mitsubishi  controllers 
# Ability to  read and interpret  engineering  drawings  and  GD&T (Geometric Dimensioning & Tolerancing)
# Knowledge of  cutting tools  ,  tool offsets  , and  fixture setup...",2025-11-03T17:35:22.4730000,https://jooble.org/jdp/7585923925119180758,"ability, bi",False
data engineer,GoLang Developer,Moon Technolabs,India,N/A,Not disclosed,Not mentioned,"# Design, develop, and maintain  backend services  using GoLang. 
# Build and maintain  RESTful APIs  and  gRPC services  for web and mobile applications. 
# Work with  microservices architecture  and ensure scalability, reliability, and maintainability. 
# Collaborate...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-7509818077010796321,"ability, ai, api, apis, bi, maintain, mobile, mobile applications, reliability, restful apis, scalability",False
data engineer,Node.js Developer Intern,Unikwork System LLP,India,N/A,Not disclosed,Not mentioned,"# Assist in developing server-side applications using  Node.js  and  ExpressJS  . 
# Help design and implement  RESTful APIs  or  GraphQL APIs  . 
# Work with databases like  MongoDB, MySQL, or PostgreSQL  . 
# Write clean, maintainable, and well-documented code. 
#...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-5168418643943335341,"ai, api, apis, data, database, databases, databases like, graphql apis, maintain, maintainable, mongodb, mysql, postgresql, restful apis, server, sql",False
data engineer,Flutter Developer,Ozrit,India,N/A,Not disclosed,Not mentioned,"# Design and build advanced mobile applications using Flutter and Dart. 
# Develop clean, maintainable, and scalable code for both Android and iOS. 
# Integrate APIs and third-party services into mobile applications. 
# Implement responsive and adaptive UI designs for...",2025-11-04T19:49:37.9400000,https://jooble.org/jdp/-2465829847733150591,"advanced mobile, ai, api, apis, bi, integrate apis, maintain, maintainable, mobile, mobile applications",False
data engineer,Node.js Developer,Logix Built Solutions Limited,India,N/A,Not disclosed,Not mentioned,"...and/or  GraphQL APIs  for web and mobile applications. 
# Work with  databases  such as MongoDB, MySQL, or PostgreSQL for efficient  data  storage and retrieval. 
# Ensure application performance, security, and scalability. 
# Collaborate with frontend developers to...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/7330083674858185512,"ability, api, apis, bi, data, database, databases, graphql apis, mobile, mobile applications, mongodb, mysql, postgresql, scalability, sql",False
data engineer,PHP Developer,GammaStack,India,N/A,Not disclosed,Not mentioned,"...code  following coding standards and best practices. 
# Work with  databases  such as MySQL, PostgreSQL, or MariaDB for efficient  data  storage and retrieval. 
# Integrate front-end elements with server-side logic. 
# Optimize applications for  performance, security...",2025-11-01T00:00:00.0000000,https://jooble.org/jdp/7548840888746233877,"data, database, databases, mysql, postgresql, server, sql",False
data engineer,React.js Developer,Kmphitech LLP,India,N/A,Not disclosed,Not mentioned,"# Develop new user-facing features using  React.js  . 
# Build reusable components and front-end libraries for future use. 
# Translate  UI/UX wireframes and designs  into high-quality code. 
# Optimize components for  maximum performance across different devices and...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/5907112491564937560,Not mentioned,False
data engineer,Flutter Developer,Esferasoft Solutions Pvt. Ltd.,India,N/A,Not disclosed,Not mentioned,"...releases on  Google Play Store  and  Apple App Store  . 
# Maintain and update existing mobile applications with new features. 
# Participate in code reviews, sprint planning, and Agile ceremonies. 
# Work closely with backend teams for smooth  data  integration....",2025-10-28T15:52:58.3770000,https://jooble.org/jdp/-5152669430731717126,"ai, bi, data, maintain, mobile, mobile applications",False
data engineer,Flutter Developer,Virtuous Techlogic,India,N/A,Not disclosed,Not mentioned,"...versions. 
# Deploy and maintain applications on the  Google Play Store  and  Apple App Store  . 
# Ensure mobile app security and  data  protection. 
# Stay updated with the latest Flutter SDK updates, tools, and best practices. 
# Participate in code reviews, team...",2025-11-04T19:49:39.8970000,https://jooble.org/jdp/4134240703109687086,"ai, bi, data, maintain, mobile",False
data engineer,Flutter Developer,Bitrix Infotech Pvt. Ltd.,India,N/A,Not disclosed,Not mentioned,"# Design and build advanced mobile applications using Flutter 
# Develop high-quality, reusable, and efficient Dart code 
# Collaborate with cross-functional teams (designers, developers, QA) to define and deliver new features 
# Integrate APIs, third-party libraries...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-1966971175241870315,"advanced mobile, api, apis, bi, integrate apis, mobile, mobile applications",False
data engineer,Sr. Flutter Developer,Technozer Solution,India,N/A,Not disclosed,Not mentioned,"# Design, develop, and maintain  cross-platform mobile applications  using Flutter. 
# Write  clean, maintainable, and efficient code  following best practices. 
# Lead the development lifecycle from  concept to deployment  (Google Play Store & Apple App Store). 
# Implement...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-1750924971957532208,"ai, bi, maintain, maintainable, mobile, mobile applications, platform mobile",False
data engineer,Sr. DevOps Engineer,Krish TechnoLabs Private Limited,India,N/A,Not disclosed,Not mentioned,"...smooth code deployments and production support. 
# Troubleshoot and resolve production issues in a timely manner. 
# Lead and mentor junior DevOps  engineers  (for senior role). 
# Stay updated with emerging  DevOps tools, cloud technologies, and best practices  ....",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/4167809981071797938,"cloud, mentor junior",False
data engineer,iOS Developer,Treesha Infotech,India,N/A,Not disclosed,Not mentioned,"# Design, build, and maintain advanced applications for iOS platforms. 
# Collaborate with cross-functional teams to define, design, and ship new features. 
# Ensure the performance, quality, and responsiveness of applications. 
# Identify and correct bottlenecks and...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/2059807778109334607,"ai, maintain, maintain advanced",False
data engineer,DevOps Engineer - REMOTE,jobgether,India,N/A,Not disclosed,Not mentioned,"...behalf of a partner company. We are currently looking for a DevOps  Engineer.  In this role, you will play a pivotal part in transforming...  ...internal team. 
We appreciate your interest and wish you the best!
  Data  Privacy Notice: By submitting your application, you acknowledge...",2026-01-03T06:10:57.9300000,https://jooble.org/jdp/581919153209411856,"data, partner company",False
data engineer,Sr. Angular Developer,Whitelotus Corporation Pvt. Ltd,India,N/A,Not disclosed,Not mentioned,"# Develop and maintain  web applications  using  Angular 8+ / 9+ and  TypeScript  . 
# Write  clean, maintainable, and reusable code  following best practices. 
# Implement  responsive and user-friendly UI components  using HTML5, CSS3, and frameworks like  Bootstrap ...",2025-10-31T00:00:00.0000000,https://jooble.org/jdp/-8056809424445700929,"ai, html, maintain, maintainable, ml, using html",False
data engineer,React Native Developer Intern,Unikwork System LLP,India,N/A,"$8,000 per month",Not mentioned,"# Assist in developing mobile applications for  iOS and Android  using  React Native  . 
# Collaborate with senior developers to implement features and components. 
# Write clean, maintainable, and well-documented code. 
# Integrate  RESTful APIs  or  Firebase  services...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/9037135279332896022,"ai, api, apis, bi, maintain, maintainable, mobile, mobile applications, restful apis, senior developers",False
data engineer,Senior Angular Developer,Moon Technolabs,India,N/A,Not disclosed,Not mentioned,"# Develop and maintain  responsive web applications  using Angular (latest versions). 
# Collaborate with backend developers, designers, and product managers to implement  UI/UX features  . 
# Write  clean, maintainable, and reusable code  following best practices. 
...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/7253309026263336187,"ai, maintain, maintainable",False
data engineer,React Native Developer,Alphawizz Technologies Pvt. Ltd.,India,N/A,Not disclosed,Not mentioned,"# Develop, test, and maintain mobile applications using  React Native  . 
# Build reusable components and libraries for mobile applications. 
# Integrate with  RESTful APIs  or  GraphQL  services. 
# Implement  state management  using  Redux, Context API  , or similar...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/2820082508764419239,"ai, api, apis, bi, context api, maintain, mobile, mobile applications, restful apis",False
data engineer,Embedded Software Engineer,Kefi Tech Solutions Pvt Ltd,India,N/A,Not disclosed,Not mentioned,"...devices. 
# Work with  communication protocols  such as UART, SPI, I2C, CAN, Modbus, and Ethernet. 
# Collaborate with hardware  engineers  for  hardware-software integration  and board bring-up. 
# Debug and analyze system performance using tools like oscilloscopes, logic...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/3998653082295904201,Not mentioned,False
data engineer,Mobile App Developer,AheadRace Software Development Services Pvt Ltd,India,N/A,Not disclosed,Not mentioned,"# Design, develop, and deploy mobile applications for Android/iOS using native or cross-platform technologies (Kotlin, Swift, Flutter, React Native, etc.)
# Collaborate with cross-functional teams (designers, backend developers, product managers)
# Integrate APIs and ...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-3612695896627193418,"api, apis, bi, integrate apis, mobile, mobile applications",True
data engineer,PHP (Laravel) Developer,Saawahi IT Solution LLP,India,N/A,Not disclosed,Not mentioned,"# Develop, maintain, and optimize  web applications  using  Laravel framework  . 
# Write  clean, reusable, testable, and efficient code  following best practices. 
# Design and maintain  databases  (MySQL/PostgreSQL) and write complex queries. 
# Implement  RESTful ...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-584728394784834128,"ai, data, database, databases, maintain, mysql, mysql postgresql, postgresql, sql",False
data engineer,Sr. .NET Developer,Whitelotus Corporation Pvt. Ltd,India,N/A,Not disclosed,Not mentioned,"# Design, develop, and maintain web and desktop applications using  .NET Core / ASP.NET MVC / C# . 
# Develop  RESTful APIs  and integrate third-party services. 
# Work with  Entity Framework  ,  LINQ  , and  SQL Server  for database operations. 
# Implement  clean architecture...",2025-10-31T00:00:00.0000000,https://jooble.org/jdp/-6800199581777074929,"ai, api, apis, data, database, maintain, maintain web, restful apis, server, sql",False
data engineer,React JS Developer,Alphawizz Technologies Pvt. Ltd.,India,N/A,Not disclosed,Not mentioned,"...React.js  . 
# Build reusable components and front-end libraries for future use. 
# Integrate with  RESTful APIs  or  GraphQL  for  data  retrieval and manipulation. 
# Optimize applications for  maximum speed and scalability  . 
# Implement  state management  using...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-5715678148907085804,"ability, api, apis, bi, data, restful apis, scalability",False
data engineer,"Software Development Engineer (L2), Backend",Fox Corporation,India,N/A,Not disclosed,Not mentioned,"...strategic thinking. 
 JOB DESCRIPTION 
 As a Software Development  Engineer  (L2) at Fox, you will demonstrate exceptional technical...  ...broader context before proposing solutions. 
 Apply a wide range of  data  structures and algorithms to create high-performing applications...",2026-01-04T00:00:00.0000000,https://jooble.org/jdp/-5550089979370004793,data,False
data engineer,React Native Developer,Divtechnosoft,India,N/A,Not disclosed,Not mentioned,"# Develop and maintain cross-platform mobile applications using  React Native  . 
# Collaborate with designers, backend developers, and product managers to deliver high-quality solutions. 
# Integrate third-party APIs and native modules when necessary. 
# Optimize application...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/3901511634649522880,"ai, api, apis, bi, maintain, maintain cross, mobile, mobile applications, party apis, platform mobile",False
data engineer,Mobile Engineer (Remote from India),jobgether,India,N/A,Not disclosed,Not mentioned,"...behalf of a partner company. We are currently looking for a  Mobile  Engineer   in  India  . 
 In this role, you will join a distributed...  ...Implement efficient state management solutions to ensure reliable  data  flow across the application 
~ Ensure smooth integration between...",2025-12-30T03:58:53.6530000,https://jooble.org/jdp/-27755530484374117,"bi, data, mobile, partner company",True
data engineer,.NET Developer,Maxlink IT Solutions Pvt. Ltd.,India,N/A,Not disclosed,Not mentioned,"# Proficiency in  C# ,  ASP.NET  ,  .NET Core / .NET Framework 
# Knowledge of  MVC architecture  and  Entity Framework (EF)
# Experience with  SQL Server  /  T-SQL  for database design and queries 
# Understanding of  RESTful APIs  ,  Web API  , and  JSON/XML 
# Familiarity...",2025-11-03T17:35:19.5730000,https://jooble.org/jdp/-8123172967661374837,"api, apis, data, database, database design, json xml, ml, restful apis, server, sql, xml",False
data engineer,Dotnet Developer,SpryBit,India,N/A,Not disclosed,Not mentioned,"# Design, develop, and maintain web applications using .NET technologies. 
# Write clean, scalable, and optimized code following best practices. 
# Work with ASP.NET MVC, .NET Core, and C# for backend development. 
# Integrate front-end elements with server-side logic...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/323796056871932712,"ai, maintain, maintain web, server",False
data engineer,Sr. DotNet Developer,Excellent Webworld,India,N/A,Not disclosed,Not mentioned,"# Design, develop, test, and deploy  robust and scalable web applications  using  .NET / .NET Core  . 
# Work with cross-functional teams to define, design, and ship new features. 
# Maintain and improve existing applications, ensuring  high performance and responsiveness...",2025-10-31T00:00:00.0000000,https://jooble.org/jdp/5458348989231902018,"ai, maintain",False
data engineer,React Native Developer,Lunar Enterprises,India,N/A,Not disclosed,Not mentioned,"...party services  . 
# Write  clean, maintainable, and scalable code  . 
# Collaborate with  designers, backend developers, and QA  engineers   . 
# Optimize app performance, responsiveness, and memory usage. 
# Conduct  unit testing, integration testing, and debugging...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-5429065623605415065,"ai, maintain, maintainable",False
business analyst,Business Development Executive,Prozeal Green Energy Limited,India,N/A,Not disclosed,Not mentioned,"# Identify and generate new  business  opportunities through cold calling, networking, and client meetings. 
# Develop and maintain strong relationships with clients to ensure long-term partnerships. 
# Understand customer needs and present appropriate products or services...",2025-10-29T13:08:39.2330000,https://jooble.org/jdp/831936220399006134,"ai, customer needs, maintain, maintain strong",False
business analyst,Business Development Manager,Innvonix Tech Solutions Private Limited,India,N/A,Not disclosed,Not mentioned,"# Identify and pursue  new  business  opportunities  in target markets. 
# Develop and execute  sales strategies  to achieve company revenue targets. 
# Build and maintain  strong client relationships  with existing and potential customers. 
# Conduct  market research...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-7250198162538540182,"ai, maintain",False
business analyst,Business Development Executive,Digisoft Solution,India,N/A,Not disclosed,Not mentioned,"# Identify and develop new  business  opportunities through cold calling, networking, and online research. 
# Generate qualified leads and maintain a healthy sales pipeline. 
# Contact potential clients to establish rapport and arrange meetings or product demos. 
# Understand...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/4603987532310576522,"ai, maintain, pipeline",False
business analyst,Business Development Executive,Codiant Software Technologies,India,N/A,Not disclosed,Not mentioned,"# Generate new  business  leads through  cold calling, networking, and online research  . 
# Support the sales team in  prospecting and qualifying leads  . 
# Build and maintain  strong client relationships  . 
# Conduct  market research  to identify potential clients...",2025-11-01T00:00:00.0000000,https://jooble.org/jdp/2212835725357863492,"ai, maintain",False
business analyst,Business Development Manager,Moon Technolabs,India,N/A,Not disclosed,Not mentioned,"# Identify, pursue, and secure new  business  opportunities to achieve  sales and revenue targets  . 
# Build and maintain strong, long-lasting  client relationships  . 
# Conduct market research and competitor analysis to identify growth opportunities. 
# Develop and...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/7608473697254316427,"ai, maintain, maintain strong",False
business analyst,Business Development Manager,White Force Outsourcing Pvt Ltd,India,N/A,Not disclosed,Not mentioned,"...Job Title:  Business  Development Manager 

 Location: Indore 
 Office address:- 231, second floor, The Zodiac Mall, Sampat Farms, Scheme No 140, Indore, Madhya Pradesh 452016

 Job Summary: 
 The Business Development Manager will be responsible for identifying,...",2025-12-30T18:27:34.8200000,https://jooble.org/jdp/7706459531040829514,Not mentioned,False
business analyst,BUSINESS DEVELOPMENT MANAGER,Skywings Advisors Pvt. Ltd.,India,N/A,Not disclosed,Not mentioned,"...Job Summary:  Business  Development Manager 
 
 
 - Utilize basic computer knowledge and technological skills to perform job functions. 
 - Demonstrate strong verbal and written communication skills. 
 - Manage customer relationships through digital platforms, providing...",2026-01-02T00:00:00.0000000,https://jooble.org/desc/-945741516601834123,"digital, git",False
business analyst,Business Development Executive,ReverseBits Tech LLP,India,N/A,Not disclosed,Not mentioned,"...Seeking a proactive  Business  Development Executive at reverseBits to spearhead our expansion in the IT services sector. The role involves strategic client acquisition, nurturing business relationships, and deploying innovative sales strategies. Ideal for a dynamic individual...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-2932456439858206628,bi,False
business analyst,Business Development Executive,Technource,India,N/A,Not disclosed,Not mentioned,"...Collaborate with marketing and operations teams to execute campaigns. 
# Maintain accurate records of leads, client interactions, and sales using CRM tools. 
# Prepare sales reports, presentations, and proposals. 
# Meet or exceed monthly  business  development targets....",2025-11-01T00:00:00.0000000,https://jooble.org/jdp/-5263650396553206861,"ai, campaigns, maintain",False
business analyst,Business Development Executive,Imperial Corporation,India,N/A,Not disclosed,Not mentioned,"# Identify and generate new  business  opportunities through lead generation, cold calling, networking, and social media. 
# Understand client requirements and propose suitable solutions. 
# Develop and maintain strong relationships with prospective and existing clients...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/8377979736496892517,"ai, maintain, maintain strong",False
business analyst,Business Development Executive,Imperial Corporation,India,N/A,$180k - $420k,Not mentioned,"# Identifying opportunities: Researching  businesses,  individuals, and industry trends to find potential clients and markets 
# Building relationships: Developing and maintaining relationships with clients, both new and existing 
# Creating strategies: Developing strategies...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-922013967384800297,"ai, maintain, maintaining",False
business analyst,Business Development Executive,SHEWings PersonalCare,India,N/A,Not disclosed,Not mentioned,"# Identify potential clients and new  business  opportunities through  market research and networking  . 
# Generate and qualify leads via  cold calling, emails, LinkedIn, and meetings  . 
# Develop and maintain  long-term client relationships  . 
# Prepare and deliver...",2025-11-01T16:50:24.7270000,https://jooble.org/jdp/-6642585517186110825,"ai, email, emails, maintain",False
business analyst,Business Development Executive,Whitelotus Corporation Pvt. Ltd,India,N/A,Not disclosed,Not mentioned,"# Identify new  business  opportunities and potential clients in target markets. 
# Conduct  market research  to understand industry trends, competitor activities, and customer needs. 
# Generate leads through  cold calling, emails, networking, and social media  . 
#...",2025-10-31T00:00:00.0000000,https://jooble.org/jdp/-7670583649932860916,"ai, customer needs, email, emails",False
business analyst,Business Development Executive,Atzean technologies LLP,India,N/A,Not disclosed,Not mentioned,"...calling, email campaigns, and social media outreach. 
# Present company products/services to potential clients and understand their  business  needs. 
# Maintain strong relationships with existing clients and ensure high satisfaction. 
# Prepare proposals, quotations,...",2025-11-01T16:50:22.6970000,https://jooble.org/jdp/3209119119183238174,"ai, campaigns, email, email campaigns, maintain, maintain strong",False
business analyst,Business Development Executive,White Force Outsourcing Pvt Ltd,India,N/A,Not disclosed,1 years,"...Job Title –  Business  Development Executive 
 Job Location – Kharadi, Pune 
 Range Of Experience – 1 yrs+
 Job Summary 
 Responsible for engaging potential customers, understanding their fitness needs, and communicating the 
 value of our subscription services. Conducts...",2025-12-29T19:04:13.2230000,https://jooble.org/jdp/-2940341749295001436,Not mentioned,False
business analyst,Business Development Manager,Graygraph Technologies Pvt Ltd,India,N/A,Not disclosed,Not mentioned,"# Identify and develop new  business  opportunities through market research, networking, and lead generation. 
# Build and maintain strong relationships with new and existing clients. 
# Develop and implement sales strategies to achieve business targets. 
# Conduct meetings...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-8395346778944936218,"ai, maintain, maintain strong",False
business analyst,Business Development Executive,Variance InfoTech Pvt Ltd.,India,N/A,Not disclosed,Not mentioned,"# Identify potential clients and generate new  business  opportunities through cold calling, email campaigns, and networking. 
# Develop and maintain relationships with existing and prospective clients. 
# Understand customer needs and propose suitable solutions. 
# Prepare...",2025-10-31T14:57:28.5130000,https://jooble.org/jdp/-8335674081039211951,"ai, campaigns, customer needs, email, email campaigns, maintain, maintain relationships",False
business analyst,Senior Business Development Executive,WebPlanex InfoTech Pvt. Ltd.,India,N/A,Not disclosed,Not mentioned,"...clients, including high-value and key accounts. 
# Maintain and strengthen relationships with existing clients to ensure repeat  business  and customer satisfaction. 
# Conduct market research and competitor analysis to identify trends and opportunities. 
# Collaborate...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-2408350388591895445,"ai, maintain",False
business analyst,Business Development Executive,NetScape Labs Infotech Pvt LTD,India,N/A,Not disclosed,Not mentioned,"# Identify and generate new  business  opportunities through  cold calling, networking, social media, and referrals  . 
# Conduct  market research  to identify potential clients and understand industry trends. 
# Build and maintain strong, long-term client relationships...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-4751990219148773938,"ai, maintain, maintain strong",False
business analyst,Business Development Executive,MSP IT Concepts Pvt. Ltd.,India,N/A,Not disclosed,Not mentioned,"# Identify and pursue new  business  opportunities through various channels (calls, emails, networking, digital platforms). 
# Conduct market research to identify potential clients and industry trends. 
# Generate leads and convert them into business deals. 
# Build and...",2025-10-31T14:57:26.8170000,https://jooble.org/jdp/6756380776592884468,"ai, digital, email, emails, git",False
business analyst,Business Development Executive,Bhanguz,India,N/A,Not disclosed,Not mentioned,"# Identify new  business  opportunities through market research and lead generation. 
# Develop and maintain strong relationships with clients and partners. 
# Conduct meetings, presentations, and product demos to potential customers. 
# Collaborate with marketing and...",2025-11-01T16:50:22.3030000,https://jooble.org/jdp/-853047561250412513,"ai, maintain, maintain strong",False
business analyst,Business Development Executive,White Force Outsourcing Pvt Ltd,India,N/A,Not disclosed,Not mentioned," Achieve forecasted sales goals by promoting our online fitnesssubscription services.  Manage the sales pipeline and proactively source leads through various channels.  Should be able to showcase the features and benefits of our fitness programs, primarily over phone...",2025-12-30T18:27:34.5300000,https://jooble.org/jdp/-1620176650952061060,pipeline,False
business analyst,Business Development Manager,White Force Outsourcing Pvt Ltd,India,N/A,Not disclosed,Not mentioned,"...Role Overview: We’re hiring a  Business  Development Manager who will support digital outreach, marketing campaigns, content strategy, and lead generation. You’ll play a hand-on role in building client relationships, managing growth pipelines and advancing GreenFi’s mission...",2025-12-30T18:27:34.3170000,https://jooble.org/jdp/8993486797556689578,"ai, campaigns, digital, git, pipeline, pipelines",False
business analyst,Senior Business Development Executive (BDE),Moon Technolabs,India,N/A,Not disclosed,Not mentioned,"# Identify, develop, and manage  new  business  opportunities  . 
# Maintain and grow relationships with existing and potential clients. 
# Achieve  sales targets and revenue goals  set by management. 
# Conduct  market research  to identify trends, competitor strategies...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/5165299411792393627,"ai, maintain",False
business analyst,Mid-Level Business Development Executive (BDE),Moon Technolabs,India,N/A,Not disclosed,Not mentioned,"# Identify, qualify, and pursue new  business  opportunities. 
# Manage and maintain relationships with existing clients to ensure  client satisfaction and retention  . 
# Achieve assigned  sales targets and revenue goals  . 
# Conduct  market research and competitor...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-960953515282695312,"ai, maintain, maintain relationships",False
business analyst,Business Development Executive,Black Kite HR,India,N/A,$180k - $300k,Not mentioned,"...the client on product value, key deliverables, contractual and payment terms. 
	Maintaining positive relationship with the existing clients. 

 Requirements : 
	Excellent Interpersonal and Communication skills. 
	Strong  business  sense and sales expertise....",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-4067979660976250156,"ai, maintain, maintaining",False
business analyst,Business Development Manager,Codiant Software Technologies,India,N/A,Not disclosed,Not mentioned,"# Identify and pursue  new  business  opportunities  to increase revenue and market share. 
# Build and maintain strong  client relationships  with key stakeholders. 
# Conduct  market research and analysis  to understand industry trends and competitor strategies. 
#...",2025-11-01T00:00:00.0000000,https://jooble.org/jdp/-8528185676053912332,"ai, maintain, maintain strong",False
business analyst,Business Development Executive,ChicMic Studios,India,N/A,Not disclosed,Not mentioned,"# Identify and generate new  business  opportunities through  cold calling, email campaigns, social media, and networking  . 
# Conduct  market research  to identify potential clients, market trends, and competition. 
# Develop and maintain long-term  relationships with...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/6974518296776156246,"ai, campaigns, email, email campaigns, maintain, maintain long",False
business analyst,Business Development Executive,GammaStack,India,N/A,Not disclosed,Not mentioned,"# Identify potential clients and generate new  business  opportunities through  cold calling, emails, networking, and referrals  . 
# Understand client requirements and provide  solutions aligned with company offerings  . 
# Build and maintain  long-term client relationships...",2025-11-01T00:00:00.0000000,https://jooble.org/jdp/-2362315688142150227,"ai, email, emails, maintain",False
business analyst,Business Development Manager,CMK Electro Power Private Limited,India,N/A,Not disclosed,Not mentioned,"# Develop and execute   business  development strategies  to achieve company targets. 
# Identify and approach potential clients through  cold calling, networking, and digital channels  . 
# Conduct  market research  to identify new opportunities and customer needs....",2025-10-29T13:08:37.9470000,https://jooble.org/jdp/-5885215714963416010,"customer needs, digital, git",False
business analyst,Business Development Executive,Excellent Webworld,India,N/A,Not disclosed,Not mentioned,"# Identify new   business  opportunities  through research, networking, and prospecting. 
# Generate  leads  via calls, emails, LinkedIn, and other online/offline methods. 
# Develop and maintain  strong client relationships  to ensure repeat business. 
# Conduct  presentations...",2025-10-31T00:00:00.0000000,https://jooble.org/jdp/-6775610129288579983,"ai, email, emails, maintain",False
business analyst,Senior Business Development Executive,Visko Group,India,N/A,Not disclosed,Not mentioned,"# Identify and develop new  business  opportunities through networking, cold calling, and market research. 
# Build and maintain strong relationships with clients and key decision-makers. 
# Understand client needs and propose appropriate products or services. 
# Prepare...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-7708149769317851980,"ai, maintain, maintain strong",False
business analyst,Business Development Executive,Logix Built Solutions Limited,India,N/A,Not disclosed,Not mentioned,"# Identify, generate, and pursue new  business  opportunities through market research, networking, and lead generation. 
# Develop and maintain strong relationships with existing and prospective clients. 
# Conduct client meetings, presentations, and product/service demonstrations...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-8126500049885154063,"ai, maintain, maintain strong",False
business analyst,Business Development Manager,MKR Techsoft Private Limited,India,N/A,Not disclosed,Not mentioned,"...About the Role 
 We are hiring an ambitious   Business  Development Manager (BDM) to join our sales team at  MKR Techsoft Pvt. Ltd. 
 You will focus on  IT sales, lead generation  , and  client acquisition  through platforms such as  Upwork, LinkedIn  , and other online...",2025-10-30T13:04:36.5270000,https://jooble.org/jdp/-6703962476423055384,bi,False
business analyst,Business Development Executive,Bitrix Infotech Pvt. Ltd.,India,N/A,Not disclosed,Not mentioned,"# Identify and pursue new  business  opportunities through market research, leads, and networking 
# Generate leads via cold calling, emailing, social media, and client visits 
# Maintain and grow relationships with existing clients 
# Present and pitch products/services...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/4900511304199630474,"ai, email, maintain",False
business analyst,Senior Business Development Executive,Technource,India,N/A,Not disclosed,Not mentioned,"# Identify and develop new  business  opportunities with schools, colleges, coaching centers, and other educational institutions. 
# Manage and nurture key accounts, ensuring high client satisfaction and retention. 
# Lead business development strategies and coordinate...",2025-11-01T00:00:00.0000000,https://jooble.org/jdp/7215250132040688932,Not mentioned,False
business analyst,Business Development Manager,CMK Electro Power Private Limited,India,N/A,Not disclosed,Not mentioned,"# Identify and develop  new  business  opportunities  in target markets. 
# Build and maintain  long-term client relationships  through effective communication. 
# Conduct  market research  to identify industry trends and potential clients. 
# Generate  leads and manage...",2025-10-29T13:08:38.1830000,https://jooble.org/jdp/9210668595752710455,"ai, maintain",False
business analyst,Business Development Executive,Techtic Technolab Pvt Ltd.,India,N/A,Not disclosed,Not mentioned,"# Identify and develop new  business  opportunities through networking, industry knowledge, and current expertise. 
# Build and nurture relationships with potential clients through calls, emails or virtual meetings. 
# Create, develop, and present customized business proposals...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-5413989765935528479,"ai, email, emails",False
business analyst,Business Development Executive,HoriSun Renewables,India,N/A,Not disclosed,Not mentioned,"# Identify and develop new  business  opportunities through networking, social media, and market research. 
# Generate qualified leads through  cold calling, email campaigns, and online research  . 
# Conduct meetings and product presentations for potential clients....",2025-11-01T16:50:23.3330000,https://jooble.org/jdp/-4414416051078920423,"ai, campaigns, email, email campaigns",False
business analyst,BDM (Digital Marketing Domain),SoftPrudence,India,N/A,Not disclosed,Not mentioned,"# Identify and pursue  new  business  opportunities  in the digital marketing space. 
# Build and maintain  strong relationships with clients  , understanding their marketing goals. 
# Present and  pitch digital marketing services  including SEO, SEM, SMM, PPC, Content...",2025-10-28T00:00:00.0000000,https://jooble.org/jdp/-5763873956953649538,"ai, digital, git, maintain",False
